基金代码,基金名称,晨星代码,三年评级,五年评级,波动幅度,波动幅度评价,晨星风险系数,晨星风险系数评价,夏普比率,夏普比率评价
100035,富国优化增强债券 - A/B,F0000004FR,3,3,6.17,偏低,2.59,偏低,1.60,中
180015,银华增强收益债券,F0000004DP,3,2,5.34,偏低,2.22,偏低,1.64,中
000207,建信双债增强债券A,0P0000Z10C,2,0,2.87,低,1.78,低,1.87,高
000406,汇添富双利增强债券A,0P000102UH,2,0,5.61,偏低,3.34,中,1.13,偏低
000407,汇添富双利增强债券C,0P000102UI,2,0,5.37,偏低,3.04,中,1.23,偏低
110035,易方达双债增强债券 - A,0P0000UGBS,2,2,3.60,低,1.59,低,1.90,高
110036,易方达双债增强债券 - C,0P0000UGBT,2,2,3.52,低,1.62,低,1.85,高
000208,建信双债增强债券C,0P0000Z10D,2,0,2.92,低,1.85,低,1.72,中
163812,中银稳健双利债券B,0P0000Q3Q6,2,3,5.55,偏低,3.52,中,1.31,偏低
519682,交银增利债券 - C,F00000049B,2,2,4.21,低,2.20,偏低,1.56,中
290003,泰信双息双利债券,F0000003ZY,1,1,1.97,低,0.62,低,2.06,高
050106,博时稳定价值债券A,F000000447,5,4,10.32,高,1.94,低,1.54,中
161115,易方达岁丰添利债券(LOF),0P0000ZXOE,5,5,14.10,高,2.36,偏低,1.36,中
519680,交银增利债券- A/B,F000000499,2,3,4.21,低,2.16,低,1.67,中
000287,银华永利债券 - A,0P00011JOU,0,0,3.30,低,1.32,低,1.98,高
372010,上投摩根强化回报债券 - A,0P0000TOP2,2,2,7.26,中,3.68,中,0.97,低
000288,银华永利债券 - C,0P00011JOT,0,0,3.31,低,1.40,低,1.85,高
040036,华安安心收益债券A,0P0000WM6J,3,0,9.30,中,5.85,高,0.94,低
620003,金元顺安丰利债券,F0000004EP,3,2,4.59,低,2.33,偏低,1.70,中
040037,华安安心收益债券B,0P0000WM6K,3,0,9.20,中,5.71,高,0.99,低
519685,交银双利债券 - C,0P0000TVWN,3,3,9.12,中,4.53,中,1.04,低
163811,中银稳健双利债券A,0P0000Q3Q5,2,3,5.57,偏低,3.49,中,1.38,中
675013,西部利得稳健双利债券C,0P0000W7MX,1,0,4.35,低,3.35,中,0.16,低
372110,上投摩根强化回报债券 - B,0P0000TOP3,2,1,7.20,中,3.70,中,0.93,低
020028,国泰信用债券C,0P0000WEJY,1,0,3.27,低,2.11,低,0.92,低
160718,嘉实多利分级债券,0P0000SH03,2,2,5.96,偏低,3.54,中,1.25,偏低
020020,国泰双利债券C,F0000004EM,3,3,2.29,低,0.75,低,3.31,高
070016,嘉实多元收益债券B,F0000004CR,2,2,5.93,偏低,3.53,中,1.26,偏低
000054,鹏华双债增利债券,0P0000Y5NL,3,0,3.34,低,1.43,低,2.33,高
161902,万家增强收益债券,F0000003WO,3,3,4.92,低,1.80,低,1.64,中
582201,东吴优信稳健债券C,F0000004GB,1,1,7.15,中,5.49,高,0.30,低
320021,诺安双利债券发起,0P0000X7PS,3,0,10.40,高,6.04,高,0.78,低
340009,兴全磐稳增利债券,F0000004GH,5,4,5.46,偏低,1.11,低,2.70,高
519683,交银双利债券 - A/B,0P0000TVWL,3,3,9.14,中,4.47,中,1.09,偏低
020019,国泰双利债券A,F0000004EN,3,3,2.30,低,0.70,低,3.47,高
020027,国泰信用债券A,0P0000WEJX,1,0,3.26,低,2.06,低,1.06,偏低
202107,南方广利回报债券- C,0P0000PY8A,2,2,17.84,高,11.44,高,0.50,低
630103,华商收益增强债券B,F0000004E4,4,4,7.94,中,3.94,中,1.42,中
410005,华富收益增强债券B,F00000049Y,4,4,8.06,中,2.69,偏低,1.67,中
000473,广发集鑫债券A,0P00011KBC,0,0,4.70,低,3.15,中,0.69,低
162308,海富通稳进增利债券 (LOF),0P0000TPOP,2,3,12.90,高,7.71,高,0.71,低
000474,广发集鑫债券C,0P00011KBD,0,0,4.99,低,3.12,中,0.83,低
020034,国泰民安增利债券C,0P0000XP7O,3,0,4.91,低,1.46,低,1.98,高
675011,西部利得稳健双利债券A,0P0000W7MV,1,0,4.36,低,3.32,中,0.26,低
200009,长城稳健增利债券,F0000004CM,2,2,2.91,低,1.34,低,2.36,高
610103,信达澳银稳定价值债券 - B,F0000004F1,3,2,8.81,中,3.07,中,1.02,低
261101,景顺长城稳定收益债券 - C,0P0000SJ1F,1,1,2.97,低,1.80,低,1.40,中
582001,东吴优信稳健债券A,F0000004D9,1,1,7.15,中,5.45,高,0.35,低
485011,工银瑞信双利债券B,0P0000P1AH,4,4,5.48,偏低,1.98,低,1.91,高
320004,诺安优化收益债券,F00000040B,3,3,6.94,中,4.17,中,1.31,偏低
660109,农银增强收益债券 - C,0P0000TGL6,3,3,5.50,偏低,1.91,低,1.71,中
020033,国泰民安增利债券A,0P0000XP7N,3,0,4.92,低,1.41,低,2.03,高
410004,华富收益增强债券A,F00000049X,4,4,8.07,中,2.64,偏低,1.72,中
630003,华商收益增强债券A,F0000004E3,4,4,7.93,中,3.89,中,1.47,中
660102,农银恒久增利债券 - C,0P0000Q62C,3,3,5.02,低,1.83,低,1.91,高
202105,南方广利回报债券- A/B,0P0000PY89,2,2,17.85,高,11.46,高,0.51,低
040013,华安强化收益债券B,F0000004EZ,4,4,11.79,高,2.66,偏低,1.14,偏低
110018,易方达增强回报债券 - B,F000000498,4,4,6.19,偏低,2.27,偏低,1.94,高
040012,华安强化收益债券A,F0000004EY,4,4,11.83,高,2.66,偏低,1.17,偏低
660009,农银增强收益债券 - A,0P0000TGL5,3,3,5.51,偏低,1.88,低,1.77,高
001031,华夏安康债券A,0P0000WUZN,3,0,5.77,偏低,2.71,偏低,1.57,中
070015,嘉实多元收益债券A,F0000004CQ,2,2,5.90,偏低,3.50,中,1.32,偏低
001033,华夏安康债券C,0P0000WUZO,3,0,5.76,偏低,2.72,偏低,1.53,中
420108,天弘债券型发起式 - B,0P0000WKQS,1,0,3.56,低,2.28,偏低,0.98,低
420008,天弘债券型发起式 - A,0P0000WKQR,1,0,3.58,低,2.25,偏低,1.09,偏低
160915,大成景丰债券 (LOF),0P0000PVTH,4,4,12.40,高,5.43,高,1.14,偏低
485111,工银瑞信双利债券A,0P0000P1AG,4,4,5.51,偏低,1.95,低,1.97,高
400016,东方强化收益债券,0P0000WVNE,2,0,5.79,偏低,2.42,偏低,1.27,偏低
040010,华安稳定收益债券B,F00000049M,3,2,6.07,偏低,2.59,偏低,1.51,中
261001,景顺长城稳定收益债券 - A,0P0000SJ1E,1,1,2.99,低,1.80,低,1.55,中
040045,华安信用增强债券,0P0000XPD6,3,0,8.06,中,4.50,中,1.13,偏低
519112,浦银安盛优化收益债券 - C,F0000004HH,2,3,6.74,中,3.94,中,1.11,偏低
531009,建信收益增强债券C,F0000004G4,4,3,6.43,偏低,2.73,偏低,1.78,高
000385,景顺长城景颐双利债券 - A,0P0000ZSU4,3,0,5.84,偏低,2.89,偏低,1.64,中
660002,农银恒久增利债券 - A,F0000004DT,3,3,5.03,低,1.80,低,1.97,高
000171,易方达裕丰回报债券,0P0000Z7V9,4,0,5.99,偏低,2.51,偏低,2.00,高
164902,交银信用添利债券 (LOF),0P0000S0HC,3,3,5.54,偏低,1.80,低,1.62,中
000386,景顺长城景颐双利债券 - C,0P0000ZSU5,3,0,5.86,偏低,2.93,偏低,1.56,中
000306,天弘弘利债券,0P0000ZEF7,2,0,3.78,低,1.93,低,1.49,中
040009,华安稳定收益债券A,F00000049L,3,2,6.07,偏低,2.55,偏低,1.58,中
000046,工银产业债券B,0P0000Y3WS,3,0,5.52,偏低,2.55,偏低,1.75,中
110017,易方达增强回报债券 - A,F000000497,4,4,6.21,偏低,2.24,偏低,2.01,高
530009,建信收益增强债券A,F0000004G3,4,4,6.46,偏低,2.71,偏低,1.83,高
690206,民生加银信用双利债券 - C,0P0000VQXV,4,0,9.86,中,5.07,高,1.37,中
519661,银河增利债券 - C,0P0000YWGU,4,0,12.38,高,6.68,高,1.13,偏低
519111,浦银安盛优化收益债券 - A,F0000004DV,3,3,6.73,中,3.88,中,1.18,偏低
610003,信达澳银稳定价值债券 - A,F0000004F0,3,3,8.73,中,3.03,中,1.08,偏低
380009,中银稳健添利债券,0P0000XU4I,4,0,3.33,低,1.10,低,3.02,高
166401,浦银安盛稳健增利债券(LOF)C,0P0000UI1L,2,2,6.27,偏低,4.15,中,1.06,偏低
720002,财通多策略稳健增长债券,0P0000WAIJ,2,0,4.92,低,2.63,偏低,1.04,低
690006,民生加银信用双利债券 - A,0P0000VQXU,4,0,9.88,高,5.05,高,1.40,中
450006,国富强化收益债券C,F0000004EC,3,3,4.82,低,2.24,偏低,2.02,高
519660,银河增利债券 - A,0P0000YWGT,4,0,12.41,高,6.72,高,1.14,偏低
164105,华富强化回报债券(LOF),0P0000ZGK7,4,4,7.74,中,2.77,偏低,1.83,高
000045,工银产业债券A,0P0000Y3WR,3,0,5.52,偏低,2.51,偏低,1.84,高
310378,申万菱信添益宝债券 - A,F0000004DN,2,3,4.48,低,1.65,低,1.57,中
310379,申万菱信添益宝债券 - B,F0000004DO,2,2,4.56,低,1.72,低,1.51,中
151002,银河收益债券,F020151002,5,4,14.87,高,1.44,低,1.29,偏低
450005,国富强化收益债券A,F0000004D5,3,3,4.82,低,2.22,偏低,2.06,高
000260,信诚季季定期支付债券,0P0000ZABQ,4,0,9.69,中,4.30,中,1.28,偏低
261102,景顺长城优信增利债券 - C,0P0000V9AC,2,0,4.94,低,2.72,偏低,1.21,偏低
350006,天治稳健双盈债券,F0000004D4,4,5,11.11,高,5.68,高,1.05,低
000236,工银月月薪定期支付债券A,0P0000Z1XK,4,0,6.72,中,3.05,中,1.59,中
080003,长盛积极配置债券,F0000004CX,3,2,7.64,中,3.04,中,1.24,偏低
261002,景顺长城优信增利债券 - A,0P0000V9AB,2,0,4.96,低,2.72,偏低,1.27,偏低
162299,泰达宏利集利债券 - C,F0000004CV,4,4,7.32,中,3.64,中,1.80,高
162210,泰达宏利集利债券 - A,F0000004CU,4,4,7.34,中,3.61,中,1.85,高
690202,民生加银增强收益债券 - C,F0000004G9,5,5,14.97,高,6.66,高,1.18,偏低
510080,长盛全债指数增强债券,F020510080,3,2,8.89,中,2.91,偏低,1.10,偏低
000481,华商双债丰利债券C,0P00011MXN,0,0,8.80,中,3.29,中,1.85,高
128112,国投瑞银优化增强债券 - C,0P0000P853,4,4,6.20,偏低,2.54,偏低,2.12,高
166010,中欧鼎利分级债券,0P0000T1UJ,3,3,4.42,低,1.58,低,1.75,中
110007,易方达稳健收益债券 - A,F0000003Y9,5,4,5.81,偏低,2.29,偏低,2.53,高
050023,博时天颐债券A,0P0000V437,2,0,15.70,高,9.82,高,0.64,低
000463,华商双债丰利债券A,0P00011MXM,0,0,8.78,中,3.18,中,1.93,高
690002,民生加银增强收益债券 - A,F0000004G8,5,5,15.00,高,6.65,高,1.20,偏低
050123,博时天颐债券C,0P0000V438,2,0,15.75,高,9.88,高,0.60,低
110008,易方达稳健收益债券 - B,F0000003YA,5,5,5.84,偏低,2.26,偏低,2.57,高
310508,申万菱信稳益宝债券,0P0000S1IX,3,3,6.55,中,2.93,偏低,1.31,偏低
121012,国投瑞银优化增强债券 - A/B,0P0000P854,4,4,6.20,偏低,2.48,偏低,2.19,高
710302,富安达增强收益债券C,0P0000WF29,1,0,19.07,高,13.84,高,0.26,低
710301,富安达增强收益债券A,0P0000WF28,1,0,19.08,高,13.79,高,0.28,低
550004,信诚三得益债券 - A,F0000004CS,3,3,10.20,高,5.51,高,1.04,低
550005,信诚三得益债券 - B,F0000004CT,3,2,10.17,高,5.54,高,0.99,低
110028,易方达安心回报债券 - B,0P0000T3GW,5,5,20.98,高,8.19,高,1.23,偏低
110027,易方达安心回报债券 - A,0P0000T3GV,5,5,21.02,高,8.16,高,1.24,偏低
519163,新华信用增益债券 - C,0P0000ZXE0,3,0,4.28,低,1.88,低,2.03,高
519162,新华信用增益债券 - A,0P0000ZXDZ,2,0,4.05,低,1.89,低,1.88,高
630107,华商稳健双利债券B,0P0000P0SS,2,3,13.01,高,8.89,高,0.65,低
630007,华商稳健双利债券A,0P0000P0SR,2,3,13.01,高,8.83,高,0.69,低
630009,华商稳定增利债券A,0P0000SDKU,3,3,13.08,高,6.81,高,0.86,低
630109,华商稳定增利债券C,0P0000SDKV,3,3,13.12,高,6.88,高,0.82,低
