基金代码,基金名称,晨星代码,三年评级,五年评级,波动幅度,波动幅度评价,晨星风险系数,晨星风险系数评价,夏普比率,夏普比率评价
519015,海富通精选贰号混合,F000000428,3,2,22.50,低,14.93,偏低,0.44,偏低
260103,景顺长城动力平衡混合,F020260103,2,2,27.29,中,19.09,中,0.38,低
720001,财通价值动量混合,0P0000UG6T,3,3,37.60,高,22.08,高,0.70,中
210002,金鹰红利价值混合,F0000004DB,5,5,17.09,低,6.38,低,1.39,高
519011,海富通精选混合,F020510001,3,3,22.33,低,14.65,低,0.46,偏低
040001,华安创新混合,F020040001,2,2,21.41,低,15.70,偏低,0.24,低
320001,诺安平衡混合,F0000003W0,1,1,35.69,高,25.36,高,0.30,低
270002,广发稳健增长混合,F0000003WF,4,4,17.62,低,9.29,低,0.79,高
530016,建信恒稳价值混合,0P0000UG6L,3,3,26.00,偏低,17.57,中,0.53,中
373020,上投摩根双核平衡混合,F0000004A5,3,4,28.83,中,18.61,中,0.63,中
163810,中银价值精选灵活配置混合,0P0000P2U6,3,3,32.09,高,21.03,高,0.46,偏低
217021,招商优势企业混合,0P0000UTD8,4,0,26.13,偏低,16.45,偏低,0.74,高
270001,广发聚富混合,F020270001,1,2,32.50,高,22.26,高,0.24,低
070018,嘉实回报混合,F0000004GK,3,2,25.05,偏低,17.85,中,0.47,偏低
166801,浙商聚潮新思维混合,0P0000V9U3,5,0,20.27,低,11.09,低,1.14,高
080001,长盛成长价值混合,F020080001,4,4,27.93,中,17.33,偏低,0.75,高
620001,金元顺安宝石动力混合,0P0000Q45L,2,2,23.36,偏低,16.49,偏低,0.30,低
070001,嘉实成长收益混合A,F020070001,4,5,31.59,高,17.18,偏低,0.72,高
590006,中邮中小盘灵活配置混合,0P0000ST3A,3,3,36.49,高,23.73,高,0.69,中
320006,诺安灵活配置混合,F00000049V,5,5,20.85,低,11.25,低,1.20,高
161601,融通新蓝筹混合,F020161601,1,1,27.90,中,20.20,高,0.17,低
180001,银华优势企业混合,F020180001,2,2,30.92,高,20.27,高,0.45,偏低
070003,嘉实稳健混合,F020070003,3,3,22.90,偏低,15.04,偏低,0.55,中
620002,金元顺安成长动力混合,F0000004CL,1,1,29.42,中,20.11,中,0.23,低
202023,南方优选成长混合,0P0000S1IU,5,5,21.88,低,12.95,低,0.93,高
310308,申万菱信盛利精选混合,F0000003VO,2,2,29.14,中,19.80,中,0.39,低
700003,平安大华策略先锋混合,0P0000VVO0,2,0,39.12,高,23.86,高,0.49,偏低
002021,华夏回报二号混合,F00000040D,3,4,14.79,低,9.90,低,0.57,中
002001,华夏回报混合A,F020002001,3,4,14.06,低,9.51,低,0.56,中
519003,海富通收益增长混合,F0000003VG,3,2,28.97,中,18.40,中,0.40,偏低
398051,中海环保新能源混合,0P0000Q7VG,1,1,34.10,高,24.29,高,0.14,低
163809,中银蓝筹精选灵活配置混合,F0000004IJ,2,2,26.28,偏低,19.07,中,0.18,低
