基金代码,基金名称,晨星代码,三年评级,五年评级,波动幅度,波动幅度评价,晨星风险系数,晨星风险系数评价,夏普比率,夏普比率评价
530010,建信上证社会责任ETF联接,0P0000NQ8V,4,4,28.28,低,15.36,低,0.69,高
165515,信诚沪深300指数分级,0P0000UVT3,3,0,27.88,低,17.29,偏低,0.54,偏低
162509,国联安双禧中证100指数分级,F0000004J4,3,2,30.23,中,16.77,低,0.59,偏低
162307,海富通中证100指数(LOF),F0000004HB,3,3,30.80,中,16.38,低,0.62,中
180033,银华上证50等权ETF联接,0P0000WJ0C,2,0,29.03,偏低,17.51,偏低,0.49,偏低
161607,融通巨潮100指数(LOF),F0000003XL,3,2,31.54,中,17.78,偏低,0.57,偏低
320010,诺安中证100指数,F0000004HE,3,3,30.78,中,16.42,低,0.63,中
000217,华安易富黄金ETF联接C,0P0000Z5MI,0,0,14.56,低,8.99,低,0.13,中
410008,华富中证100指数,F0000004I1,3,3,30.35,中,16.29,低,0.63,中
519180,万家180指数,F020519180,3,3,29.50,偏低,17.01,偏低,0.60,中
000216,华安易富黄金ETF联接A,0P0000Z5JW,0,0,14.48,低,8.91,低,0.14,高
040180,华安上证180ETF联接,F0000004H4,4,4,28.89,偏低,16.53,低,0.66,中
160615,鹏华沪深300指数(LOF),F0000004EU,4,3,29.00,偏低,17.69,偏低,0.67,高
519686,交银上证180公司治理ETF联接,F0000004H6,3,3,31.02,中,16.64,低,0.64,中
161907,万家中证红利指数(LOF),0P0000SDP3,5,4,29.40,偏低,18.46,偏低,0.82,高
519100,长盛中证100指数,F00000041E,4,3,30.82,中,16.40,低,0.65,中
050013,博时上证超级大盘ETF联接,F0000004I9,4,2,28.49,低,15.38,低,0.66,中
240016,华宝兴业上证180价值ETF联接,F0000004J6,4,4,28.69,偏低,14.06,低,0.77,高
161207,国投瑞银瑞和沪深300指数,F0000004HF,4,3,29.02,偏低,17.68,偏低,0.66,中
240014,华宝兴业中证100指数,F0000004H3,3,3,30.37,中,16.42,低,0.63,中
161715,招商中证大宗商品股票指数分级,0P0000W6ZO,3,0,30.26,中,20.96,中,0.66,中
540012,汇丰晋信恒生A股行业龙头指数A,0P0000W2YB,4,0,28.95,偏低,16.57,低,0.70,高
470007,汇添富上证综合指数,F0000004G0,4,3,27.37,低,17.12,偏低,0.65,中
481012,工银深证红利ETF联接,0P0000Q38N,4,4,29.18,偏低,16.76,低,0.76,高
160716,嘉实中证锐联基本面50指数(LOF),F0000004IB,5,5,33.28,高,14.66,低,0.86,高
050021,博时深证基本面200ETF联接,0P0000SXP4,5,4,26.35,低,15.93,低,0.82,高
519671,银河沪深300价值指数,F0000004HX,4,4,29.39,偏低,15.66,低,0.77,高
110021,易方达上证中盘ETF联接,F0000004IV,3,3,29.56,偏低,19.41,中,0.60,偏低
162213,泰达宏利中证财富大盘指数A,F0000004J2,5,5,29.41,偏低,15.40,低,0.91,高
090010,大成中证红利指数,F0000004IE,5,4,28.75,偏低,17.81,偏低,0.85,高
202021,南方中证南方小康产业ETF联接,0P0000P6NB,4,3,34.06,高,17.72,偏低,0.71,高
050002,博时裕富沪深300指数A,F020050002,5,4,28.91,偏低,16.44,低,0.86,高
310398,申万菱信沪深300价值指数,F0000004IL,4,4,28.68,偏低,15.41,低,0.78,高
050024,博时上证自然资源ETF联接,0P0000VH6W,1,0,27.98,低,20.30,中,0.34,低
257060,国联安上证商品ETF联接,0P0000Q6QC,2,1,27.14,低,19.48,中,0.45,低
070023,嘉实深证基本面120联接,0P0000TKOG,5,4,27.13,低,16.28,低,0.82,高
160620,鹏华资源分级,0P0000WUAN,2,0,30.51,中,21.09,高,0.49,偏低
690008,民生加银中证内地资源主题指数,0P0000VA6I,2,0,28.47,低,20.01,中,0.43,低
530015,建信深证基本面60ETF联接,0P0000TSI3,5,4,27.60,低,15.81,低,0.84,高
161819,银华中证内地资源指数分级,0P0000UI8C,1,1,29.07,偏低,20.92,中,0.39,低
165520,信诚中证800有色指数分级,0P0000Z7V6,1,0,35.04,高,26.37,高,0.36,低
161217,国投瑞银中证上游资源产业指数(LOF),0P0000TI8Z,2,1,27.96,低,19.69,中,0.44,低
