基金代码,基金名称,一年回报率,两年回报率,三年回报率,五年回报率,总回报率
070006,嘉实服务增值行业混合,4.06,5.25,9.47,10.29,597.77
310388,申万菱信消费增长混合,4.70,-0.69,8.80,10.32,33.21
519035,富国天博创新混合,-0.76,4.55,15.51,10.21,76.46
162202,泰达宏利周期混合,17.34,9.87,12.28,10.94,634.43
450003,国富潜力组合混合A 人民币,8.46,5.25,11.45,10.11,106.35
310368,申万菱信竞争优势混合,6.36,3.30,5.21,10.11,110.38
570007,诺德优选30混合,10.17,8.47,10.76,9.93,24.60
202002,南方稳健成长贰号混合,13.93,12.34,14.68,10.44,151.08
570001,诺德价值优势混合,13.32,11.59,16.21,10.17,33.70
210008,金鹰策略配置混合,1.05,3.05,10.68,10.58,54.28
202001,南方稳健成长混合,13.68,12.22,14.55,10.36,357.55
206002,鹏华精选成长混合,-10.52,-1.26,6.89,9.95,16.50
200007,长城安心回报混合,7.07,9.49,8.98,9.77,175.96
530001,建信恒久价值混合,0.27,6.96,9.41,9.66,315.24
121005,国投瑞银创新动力混合,13.87,10.58,11.11,9.60,237.72
110012,易方达科汇灵活配置混合,9.02,5.04,6.45,9.69,153.04
165313,建信优势动力混合(LOF),13.30,2.51,13.67,9.85,36.30
519694,交银蓝筹混合,12.46,11.76,10.62,9.78,6.71
320003,诺安先锋混合,11.93,6.92,13.22,9.90,391.66
110023,易方达医疗保健行业混合,-2.04,-3.10,-1.79,9.50,29.40
050012,博时策略混合,15.87,10.15,15.36,9.94,31.59
610005,信达澳银红利回报混合,17.80,2.81,13.04,10.34,21.13
510081,长盛动态精选混合,7.04,6.38,9.29,9.67,422.97
519019,大成景阳领先混合,21.18,16.99,15.26,9.72,10.22
519033,海富通国策导向混合,-2.56,-12.75,0.97,9.91,63.90
481001,工银核心价值混合A,10.70,0.42,7.60,9.55,498.82
121008,国投瑞银成长优选混合,8.35,4.39,11.65,9.52,23.04
398031,中海蓝筹混合,-12.68,-13.89,-0.69,9.80,83.11
217013,招商中小盘精选混合,-3.02,2.85,3.32,9.60,31.60
398041,中海量化策略混合,21.55,11.66,17.63,9.17,39.05
519997,长信银利精选混合,15.64,14.40,14.49,9.13,308.98
450007,国富成长动力混合,-0.83,-4.02,11.48,9.09,48.93
310358,申万菱信新经济混合,11.23,1.01,4.00,9.25,99.07
610002,信达澳银精华配置混合,12.18,-4.33,13.89,9.68,128.27
217012,招商行业领先混合A,-0.09,5.28,12.23,9.33,40.10
290004,泰信优质生活混合,-5.09,0.23,7.42,8.67,65.44
700001,平安大华行业先锋混合,-5.16,-3.90,0.44,9.56,48.39
200012,长城中小盘成长混合,31.26,0.08,7.23,8.58,18.00
519995,长信金利趋势混合,13.66,11.39,23.38,9.52,203.50
519089,新华优选成长混合,3.95,8.25,4.46,8.86,184.93
040005,华安宏利混合,-7.68,3.75,8.66,9.24,319.81
320005,诺安价值增长混合,18.06,7.66,17.05,8.89,133.35
050010,博时特许价值混合A,14.70,6.85,19.90,9.10,110.68
270006,广发策略优选混合,10.81,3.50,7.81,8.30,279.45
200008,长城品牌优选混合,15.03,6.44,17.23,9.17,12.27
519678,银河消费驱动混合,-10.57,5.04,4.73,8.80,42.10
210005,金鹰主题优势混合,-8.01,12.01,10.33,8.46,1.00
450010,国富策略回报混合,1.69,5.30,12.20,8.72,26.40
163302,大摩资源优选混合(LOF),15.94,10.08,8.01,8.76,689.31
460001,华泰柏瑞盛世中国混合,6.29,2.17,5.51,8.53,352.05
610004,信达澳银中小盘混合,19.13,5.37,7.55,8.62,20.80
161606,融通行业景气混合,5.58,8.89,3.98,8.94,248.11
481008,工银大盘蓝筹混合,19.84,3.50,14.67,8.29,61.84
162607,景顺长城资源垄断混合(LOF),25.42,3.37,7.59,8.14,294.25
519029,华夏稳增混合,4.36,-1.15,1.31,8.24,233.56
160610,鹏华动力增长混合(LOF),10.22,5.98,7.74,8.02,95.57
000021,华夏优势增长混合,4.77,3.53,6.33,7.78,223.77
398001,中海优质成长混合,5.90,0.93,8.15,8.16,380.59
110009,易方达价值精选混合,2.44,8.60,12.39,7.67,268.42
110005,易方达积极成长混合,18.82,10.10,6.58,7.71,462.92
162203,泰达宏利稳定混合,4.38,-6.17,4.99,7.68,371.10
410009,华富量子生命力混合,35.55,12.10,11.63,7.46,12.11
162212,泰达宏利红利先锋混合,-4.90,-5.35,1.22,7.89,51.61
590002,中邮核心成长混合,-3.12,1.04,10.76,7.50,-29.86
000061,华夏盛世混合,10.03,3.24,9.21,7.39,2.00
000011,华夏大盘精选混合,15.43,3.51,6.81,7.50,1679.03
162006,长城久富核心成长混合(LOF),7.42,0.33,4.63,7.32,104.41
690003,民生加银精选混合,6.19,9.17,12.93,7.75,6.30
110010,易方达价值成长混合,2.24,5.16,8.46,7.40,75.08
163503,天治核心成长混合(LOF),-1.45,-3.50,3.78,7.55,186.50
166006,中欧行业成长混合(LOF) -A,13.88,9.93,14.54,7.42,16.94
161611,融通内需驱动混合,-10.95,-1.78,4.16,7.67,0.69
270005,广发聚丰混合,-3.16,7.79,8.78,7.27,441.72
070010,嘉实主题精选混合,13.01,9.31,9.58,7.04,300.17
257050,国联安主题驱动混合,-19.87,-8.07,1.86,7.14,19.00
050018,博时行业轮动混合,28.09,9.52,9.09,7.94,5.80
000001,华夏成长混合,-0.33,-2.39,3.46,6.73,439.21
290002,泰信先行策略混合,-6.73,-4.74,-1.10,6.26,181.66
240011,华宝兴业大盘精选混合,-1.38,1.41,5.14,6.78,87.38
377010,上投摩根阿尔法混合,12.33,11.16,10.17,6.58,422.24
620005,金元顺安核心动力混合,3.55,-1.03,14.09,6.43,5.00
260111,景顺长城公司治理混合,5.03,-2.54,5.02,5.80,69.63
160910,大成创新成长混合(LOF),2.92,-2.02,9.31,5.84,-6.57
217009,招商核心价值混合,5.52,4.72,5.21,5.97,18.15
163818,中银中小盘成长混合,7.07,-0.14,5.93,6.33,39.30
580006,东吴新经济混合,-2.79,1.50,11.45,5.40,29.29
161706,招商优质成长混合 (LOF),3.61,1.72,7.83,5.73,362.03
160805,长盛同智优势成长混合(LOF),-5.73,-6.47,6.12,5.77,80.82
377020,上投摩根内需动力混合,-9.20,-5.98,-4.13,5.72,42.24
519025,海富通领先成长混合,9.17,-1.92,6.50,5.67,35.44
050008,博时第三产业成长混合,5.96,-4.29,3.84,5.79,45.92
260108,景顺长城新兴成长混合,16.19,9.22,5.48,5.28,110.82
162703,广发小盘成长混合(LOF),9.98,2.81,7.23,5.56,379.62
160605,鹏华中国50混合,5.81,0.91,3.52,5.44,455.50
590001,中邮核心优选混合,3.21,-1.02,3.20,5.22,153.53
420001,天弘精选混合,1.58,6.66,8.07,4.93,105.87
481004,工银稳健成长混合A,-10.75,-8.99,-3.27,4.43,74.17
200011,长城景气行业龙头灵活配置混合,-9.64,-9.02,1.24,4.32,15.91
610001,信达澳银领先增长混合,7.46,-4.18,3.20,4.61,50.87
202007,南方隆元产业主题混合,13.88,8.64,12.31,4.76,-31.18
161818,银华消费主题分级混合,-10.35,-11.42,-4.17,4.52,13.38
660006,农银大盘蓝筹混合,16.30,-4.71,1.18,4.52,-2.32
620004,金元顺安价值增长混合,-1.64,-3.40,3.61,4.07,-3.80
320007,诺安成长混合,-0.48,3.23,6.80,3.69,55.08
020005,国泰金马稳健混合,22.40,4.15,7.33,3.92,275.55
161610,融通领先成长混合(LOF),-0.69,2.64,3.14,3.50,11.00
090003,大成蓝筹稳健混合,12.39,-0.16,6.88,3.54,228.31
233008,大摩消费领航混合基金,-21.95,-5.80,-3.35,3.89,-6.23
112002,易方达策略成长二号混合,-8.57,-9.51,-2.15,3.56,178.66
671010,西部利得策略优选混合,8.93,-4.68,-1.95,3.30,-14.60
580001,东吴嘉禾优势精选混合,16.52,-0.04,0.77,3.27,224.97
050009,博时新兴成长混合,-0.16,-3.64,3.49,2.93,-1.60
200006,长城消费增值混合,6.07,1.03,2.09,3.18,167.78
162209,泰达宏利市值优选混合,2.83,-9.26,-5.24,2.69,-25.45
375010,上投摩根中国优势混合,7.92,2.34,9.83,2.27,393.01
110002,易方达策略成长混合,-10.85,-11.01,-3.22,2.84,464.86
560003,益民创新优势混合,0.42,-8.70,1.14,2.47,-13.49
483003,工银精选平衡混合,-2.53,2.99,8.67,2.37,85.32
580002,东吴价值成长双动力混合,-14.23,-7.67,-5.57,2.21,76.77
160611,鹏华优质治理混合(LOF),2.35,-0.44,1.02,2.13,3.16
620006,金元顺安消费主题混合,-0.91,-11.21,-1.76,2.01,-12.50
398021,中海能源策略混合,7.25,-2.87,1.16,1.87,-2.81
162204,泰达宏利行业精选混合,-3.08,-11.10,-4.76,1.48,391.65
121003,国投瑞银核心企业混合,-12.61,-11.19,-0.21,1.06,103.60
519005,海富通股票混合,-11.53,-9.32,-2.50,1.14,150.55
270022,广发内需增长混合,18.25,10.53,7.57,0.90,-7.09
162211,泰达宏利品质生活混合,-5.50,-16.13,-11.29,0.88,25.83
110025,易方达资源行业混合,37.25,11.64,18.38,0.76,1.70
519026,海富通中小盘混合,-5.01,-8.03,-9.09,0.02,-12.70
450004,国富深化价值混合,-16.52,-14.05,-8.72,-0.10,34.47
162214,泰达宏利领先中小盘混合,-8.69,-17.61,-9.78,-0.07,-20.10
378010,上投摩根成长先锋混合,-2.74,-13.35,-9.73,-0.37,67.37
481006,工银红利混合,10.59,-1.66,3.63,-1.24,-17.24
560002,益民红利成长混合,-2.98,-4.40,-2.08,-1.69,16.38
580003,东吴行业轮动混合,19.07,4.68,11.85,-1.62,-18.62
519013,海富通风格优势混合,4.71,-9.15,-7.19,-1.81,75.36
660010,农银策略精选混合,23.62,-4.33,-4.82,-2.91,-16.01
398011,中海分红增利混合,-13.44,-16.35,-9.65,-2.54,114.99
377150,上投摩根健康品质生活混合,7.15,9.67,13.79,14.45,96.40
