基金代码,基金名称,一年回报率,两年回报率,三年回报率,五年回报率,总回报率
630107,华商稳健双利债券B,0.73,-0.58,9.30,9.21,44.01
630009,华商稳定增利债券A,2.58,7.03,12.53,9.17,51.20
531009,建信收益增强债券C,1.56,8.02,13.32,9.14,66.79
100035,富国优化增强债券 - A/B,-0.79,5.62,11.65,9.08,59.94
519030,海富通稳固收益债券,1.70,4.97,11.12,9.11,51.73
202105,南方广利回报债券- A/B,-2.97,-3.42,8.75,8.96,46.52
162308,海富通稳进增利债券 (LOF),2.90,4.48,10.44,9.00,57.74
450005,国富强化收益债券A,5.25,8.44,11.73,8.89,67.29
202107,南方广利回报债券- C,-3.32,-3.47,8.64,8.74,44.28
519111,浦银安盛优化收益债券 - A,2.16,3.76,9.35,8.80,57.61
660002,农银恒久增利债券 - A,1.66,5.17,11.70,8.73,63.70
164902,交银信用添利债券 (LOF),1.81,8.80,10.75,8.85,50.33
519683,交银双利债券 - A/B,-2.13,1.66,10.91,8.53,57.95
100037,富国优化增强债券 - C,-1.15,5.25,11.24,8.66,55.01
630109,华商稳定增利债券C,2.15,6.61,12.04,8.68,47.40
485107,工银瑞信信用添利债券A,-4.78,2.24,12.40,8.47,86.40
450006,国富强化收益债券C,5.01,8.18,11.51,8.65,59.42
550004,信诚三得益债券 - A,9.74,10.43,12.33,8.31,61.83
310508,申万菱信稳益宝债券,3.10,5.06,10.34,8.45,52.69
519112,浦银安盛优化收益债券 - C,1.75,3.29,8.88,8.35,53.02
320004,诺安优化收益债券,3.23,5.07,10.73,8.33,90.27
485105,工银增强收益债券A,1.83,5.12,11.12,8.32,108.30
519685,交银双利债券 - C,-2.60,1.21,10.43,8.03,54.07
485007,工银瑞信信用添利债券B,-5.13,1.84,11.99,8.06,80.04
660102,农银恒久增利债券 - C,1.31,4.81,11.31,8.07,39.80
213007,宝盈增强收益债券 - A/B,-0.37,4.29,9.37,7.91,83.01
610003,信达澳银稳定价值债券 - A,0.76,5.18,11.14,8.01,55.67
550005,信诚三得益债券 - B,9.05,9.89,11.80,7.84,55.68
161902,万家增强收益债券,1.98,3.05,9.84,8.09,166.73
320008,诺安增利债券 - A,-1.71,4.25,11.00,7.96,56.23
485005,工银增强收益债券B,1.55,4.78,10.73,7.92,100.50
020019,国泰双利债券A,6.28,8.17,9.79,7.87,68.61
660009,农银增强收益债券 - A,3.29,5.52,11.63,7.87,52.24
213917,宝盈增强收益债券 - C,-0.85,3.82,8.89,7.46,69.87
610103,信达澳银稳定价值债券 - B,0.26,4.70,10.63,7.54,50.29
163811,中银稳健双利债券A,3.91,5.06,9.03,7.55,48.80
166010,中欧鼎利分级债券,2.79,5.28,9.48,7.52,43.68
020020,国泰双利债券C,5.81,7.73,9.35,7.43,63.14
660109,农银增强收益债券 - C,2.93,5.13,11.21,7.48,49.18
310378,申万菱信添益宝债券 - A,3.15,5.51,8.63,7.23,55.47
240012,华宝兴业增强收益债券A,-0.10,5.49,8.89,7.34,46.51
320009,诺安增利债券 - B,-3.65,3.61,10.36,7.33,49.86
040009,华安稳定收益债券A,-1.60,3.87,11.14,7.26,74.41
100018,富国天利增长债券,2.53,6.12,9.48,7.18,222.97
310379,申万菱信添益宝债券 - B,2.78,5.11,8.49,7.01,52.11
519680,交银增利债券- A/B,-1.90,4.23,8.41,7.04,72.34
163812,中银稳健双利债券B,3.49,4.64,8.61,7.14,45.30
110035,易方达双债增强债券 - A,0.89,4.74,8.47,7.00,41.83
240013,华宝兴业增强收益债券B,-0.51,5.06,8.45,6.91,41.87
001011,华夏希望债券A,0.93,5.81,8.67,6.87,72.04
510080,长盛全债指数增强债券,1.62,2.48,11.61,6.92,216.62
166401,浦银安盛稳健增利债券(LOF)C,3.12,3.63,8.01,6.83,40.37
040010,华安稳定收益债券B,-2.02,3.44,10.68,6.82,68.41
519682,交银增利债券 - C,-2.32,3.78,7.95,6.57,65.84
200009,长城稳健增利债券,1.61,6.33,8.55,6.50,58.58
110036,易方达双债增强债券 - C,0.58,4.57,8.10,6.61,39.09
620003,金元顺安丰利债券,1.46,4.73,9.58,6.52,25.83
001013,华夏希望债券C,0.59,5.47,8.32,6.55,67.44
180015,银华增强收益债券,2.89,7.54,10.60,6.49,70.95
070015,嘉实多元收益债券A,4.73,6.52,9.39,6.38,71.19
080003,长盛积极配置债券,2.50,4.01,11.14,5.95,67.71
070016,嘉实多元收益债券B,4.30,6.14,9.00,6.02,66.34
070020,嘉实稳固收益债券,1.84,6.66,8.56,5.81,34.20
372010,上投摩根强化回报债券 - A,1.67,3.94,8.44,5.69,34.15
160718,嘉实多利分级债券,4.61,5.92,8.97,5.82,32.48
180029,银华永泰积极债券 - A,1.45,7.43,7.95,5.74,32.60
372110,上投摩根强化回报债券 - B,1.21,3.53,8.02,5.28,31.18
290003,泰信双息双利债券,0.52,3.54,5.61,5.09,50.32
180030,银华永泰积极债券 - C,0.95,6.95,7.16,5.04,28.10
261001,景顺长城稳定收益债券 - A,2.03,6.13,5.97,4.22,20.99
261101,景顺长城稳定收益债券 - C,1.63,5.68,5.46,3.75,17.95
050016,博时宏观回报债券 - A/B,-1.64,0.18,9.33,3.04,19.42
582001,东吴优信稳健债券A,1.20,-0.68,4.00,2.97,11.85
050116,博时宏观回报债券 - C,-1.98,0.09,9.34,2.94,18.13
582201,东吴优信稳健债券C,0.80,-1.04,3.61,2.58,6.33
573003,诺德增强收益债券,-2.80,-1.45,2.50,2.15,10.65
560005,益民多利债券,0.59,-5.37,-2.49,-2.96,-4.27
