基金代码,基金名称,晨星代码,三年评级,五年评级,波动幅度,波动幅度评价,晨星风险系数,晨星风险系数评价,夏普比率,夏普比率评价
161813,银华信用债券 (LOF),0P0000Z26P,3,3,4.18,偏低,1.73,偏低,1.65,偏低
166008,中欧增强回报债券(LOF) -A,0P0000US5W,4,4,4.06,偏低,1.49,偏低,2.05,中
161820,银华纯债信用主题债券(LOF),0P0000WG8B,4,0,3.31,中,1.62,偏低,2.17,高
164606,华泰柏瑞信用增利债券(LOF),0P000148NY,1,1,3.41,偏低,1.65,偏低,0.99,低
162712,广发聚利债券(LOF),0P00013Y2J,5,5,8.39,高,4.09,高,1.42,偏低
161115,易方达岁丰添利债券(LOF),0P0000ZXOE,5,5,14.10,高,2.36,偏低,1.36,中
162605,景顺长城鼎益混合(LOF),F0000003XA,3,3,31.45,偏低,20.56,偏低,0.47,偏低
160220,国泰民益灵活配置混合（LOF) A,0P00011IJ3,0,0,3.68,低,1.36,低,1.78,高
164210,天弘同利债券（LOF）,0P00018OX3,5,0,5.89,高,2.18,中,1.99,中
160910,大成创新成长混合(LOF),F00000043I,3,2,29.29,偏低,21.20,偏低,0.42,偏低
165311,建信信用增强债券（LOF）A,0P00013C4E,4,4,4.90,中,2.27,中,1.63,偏低
165516,信诚周期轮动混合(LOF),0P0000VO6G,4,0,35.05,中,21.90,中,0.68,中
165509,信诚增强收益债券 (LOF),0P0000ZN08,5,5,9.37,高,3.70,高,1.28,低
160131,南方聚利1年定期开放债券(LOF) - A,0P0000ZS9O,0,0,2.83,偏低,1.23,低,2.14,高
160915,大成景丰债券 (LOF),0P0000PVTH,4,4,12.40,高,5.43,高,1.14,偏低
161713,招商信用添利债券(LOF),0P00016H1K,1,1,8.05,高,6.58,高,0.27,低
160916,大成优选混合(LOF),0P0000WJD0,4,4,29.18,低,17.69,低,0.89,高
161010,富国天丰强化债券(LOF),F0000004DG,4,3,5.39,中,2.15,中,1.62,偏低
166401,浦银安盛稳健增利债券(LOF)C,0P0000UI1L,2,2,6.27,偏低,4.15,中,1.06,偏低
164105,华富强化回报债券(LOF),0P0000ZGK7,4,4,7.74,中,2.77,偏低,1.83,高
160610,鹏华动力增长混合(LOF),F00000041Q,3,3,32.48,偏低,21.11,偏低,0.36,低
160314,华夏行业混合(LOF),F00000044C,3,3,31.84,偏低,20.79,偏低,0.51,偏低
160607,鹏华价值优势混合(LOF),F000000404,4,3,27.45,低,17.55,低,0.69,中
160613,鹏华盛世创新混合(LOF),F0000004CY,4,4,28.10,低,18.66,低,0.77,高
160805,长盛同智优势成长混合(LOF),F00000041S,3,3,25.06,低,16.78,低,0.34,低
166009,中欧新动力混合(LOF) -A,0P0000S1OY,5,5,29.28,偏低,17.43,低,0.92,高
160105,南方积极配置混合(LOF),F0000003WP,4,3,29.22,低,18.96,偏低,0.63,中
166006,中欧行业成长混合(LOF) -A,F0000004I6,3,2,31.33,偏低,20.34,偏低,0.57,中
163402,兴全趋势投资混合(LOF),F0000003YF,5,5,18.96,低,10.61,低,1.20,高
162006,长城久富核心成长混合(LOF),F000000420,2,2,32.89,偏低,23.62,中,0.29,低
166001,中欧新趋势混合(LOF) -A,F00000041U,5,5,25.30,低,13.96,低,0.91,高
162607,景顺长城资源垄断混合(LOF),F0000003YY,2,2,36.12,中,26.14,高,0.36,低
160215,国泰价值经典混合(LOF),0P0000P0SK,4,4,32.97,偏低,20.41,偏低,0.89,高
163110,申万菱信量化小盘股票(LOF),0P0000T344,5,5,29.70,偏低,16.66,低,1.15,高
165508,信诚深度价值混合(LOF),0P0000OPYR,2,3,40.69,高,24.34,中,0.47,偏低
162703,广发小盘成长混合(LOF),F0000003X2,2,2,36.09,中,23.33,中,0.35,低
163503,天治核心成长混合(LOF),F0000003YN,2,2,30.20,偏低,21.40,偏低,0.25,低
160311,华夏蓝筹混合(LOF),F00000042I,3,4,23.71,低,15.68,低,0.61,中
163302,大摩资源优选混合(LOF),F0000003Y8,3,2,32.79,偏低,22.68,中,0.38,低
160211,国泰中小盘成长混合(LOF),F0000004HM,5,5,33.50,中,18.99,偏低,0.89,高
160212,国泰估值优势混合 (LOF),F0000004JC,5,5,33.87,中,18.34,低,0.95,高
160505,博时主题行业混合(LOF),F0000003WX,5,5,26.15,低,13.39,低,1.04,高
